FID,Elevat,Slope,ShrubCov,x_wgs,y_wgs
84,741,2.7946200,0.0087752,260472.702052000007825,3890694.850140000227839
85,742,3.5941300,0.0137253,260512.702052000007825,3890694.850140000227839
86,741,4.4707198,0.0002250,260552.702052000007825,3890694.850140000227839
87,708,1.9768800,0.0002250,259632.702052000007825,3890654.850140000227839
88,708,2.2636399,0.0006750,259672.702052000007825,3890654.850140000227839
89,709,4.2368999,0.0022500,259712.702052000007825,3890654.850140000227839
90,714,6.1012602,0.0317257,259752.702052000007825,3890654.850140000227839
91,718,7.4731398,0.0398258,259792.702052000007825,3890654.850140000227839
92,724,8.4316597,0.0598513,259832.702052000007825,3890654.850140000227839
93,730,5.8905001,0.0353258,259872.702052000007825,3890654.850140000227839
94,729,7.0004802,0.0591763,259912.702052000007825,3890654.850140000227839
95,726,8.1878500,0.0285756,259952.702052000007825,3890654.850140000227839
96,722,6.4823098,0.0704265,259992.702052000007825,3890654.850140000227839
97,722,4.6450801,0.0486010,260032.702052000007825,3890654.850140000227839
98,723,3.0878799,0.0594013,260072.702052000007825,3890654.850140000227839
99,723,1.7899100,0.0414009,260112.702052000007825,3890654.850140000227839
100,724,2.5805399,0.0207004,260152.702052000007825,3890654.850140000227839
101,726,3.6817801,0.0247505,260192.702052000007825,3890654.850140000227839
102,729,3.5224199,0.0067501,260232.702052000007825,3890654.850140000227839
103,730,2.7368400,0.0049501,260272.702052000007825,3890654.850140000227839
104,732,4.3480902,0.0076502,260312.702052000007825,3890654.850140000227839
105,736,3.9971700,0.0121503,260352.702052000007825,3890654.850140000227839
106,737,1.7719300,0.0371258,260392.702052000007825,3890654.850140000227839
107,738,1.6209300,0.0186754,260432.702052000007825,3890654.850140000227839
108,738,4.6450801,0.0195754,260472.702052000007825,3890654.850140000227839
109,738,5.3558202,0.0288006,260512.702052000007825,3890654.850140000227839
110,737,4.3480902,0.0731266,260552.702052000007825,3890654.850140000227839
111,739,5.1135702,0.0202504,260592.702052000007825,3890654.850140000227839
112,743,9.7666397,0.0258755,260632.702052000007825,3890654.850140000227839
113,753,9.6362696,0.0000000,260672.702052000007825,3890654.850140000227839
114,708,0.5661850,0.0006750,259632.702052000007825,3890614.850140000227839
115,708,0.7595970,0.0085502,259672.702052000007825,3890614.850140000227839
116,709,3.7333701,0.0009000,259712.702052000007825,3890614.850140000227839
117,713,5.9810100,0.0015750,259752.702052000007825,3890614.850140000227839
118,717,7.1117802,0.0198004,259792.702052000007825,3890614.850140000227839
119,723,7.4099598,0.0492760,259832.702052000007825,3890614.850140000227839
120,725,5.8689899,0.0393758,259872.702052000007825,3890614.850140000227839
121,724,5.5361199,0.0659264,259912.702052000007825,3890614.850140000227839
122,722,5.3261600,0.0632263,259952.702052000007825,3890614.850140000227839
123,720,4.0760598,0.0733516,259992.702052000007825,3890614.850140000227839
124,718,2.7368400,0.1012520,260032.702052000007825,3890614.850140000227839
125,720,3.0462301,0.0400508,260072.702052000007825,3890614.850140000227839
126,722,2.0406101,0.0150753,260112.702052000007825,3890614.850140000227839
127,723,2.0248699,0.0166504,260152.702052000007825,3890614.850140000227839
128,724,3.6817801,0.0027001,260192.702052000007825,3890614.850140000227839
129,727,4.5552602,0.0040501,260232.702052000007825,3890614.850140000227839
130,730,4.4206400,0.0051751,260272.702052000007825,3890614.850140000227839
131,733,5.6716800,0.0072001,260312.702052000007825,3890614.850140000227839
132,738,3.9247899,0.0191254,260352.702052000007825,3890614.850140000227839
133,739,0.8006810,0.0384758,260392.702052000007825,3890614.850140000227839
134,737,3.6206501,0.0189004,260432.702052000007825,3890614.850140000227839
135,733,4.3187199,0.0171004,260472.702052000007825,3890614.850140000227839
136,734,4.2067399,0.0198004,260512.702052000007825,3890614.850140000227839
137,735,3.5494800,0.0515261,260552.702052000007825,3890614.850140000227839
138,737,7.1250200,0.0265506,260592.702052000007825,3890614.850140000227839
139,746,11.2045002,0.0119253,260632.702052000007825,3890614.850140000227839
140,754,7.6553202,0.0216005,260672.702052000007825,3890614.850140000227839
141,756,3.8261299,0.0150753,260712.702052000007825,3890614.850140000227839
142,758,5.1506500,0.0024751,260752.702052000007825,3890614.850140000227839
143,760,6.3047800,0.0074252,260792.702052000007825,3890614.850140000227839
144,708,2.1771801,0.0000000,259592.702052000007825,3890574.850140000227839
145,708,0.9128990,0.0045001,259632.702052000007825,3890574.850140000227839
146,707,0.5064150,0.0004500,259672.702052000007825,3890574.850140000227839
147,708,2.6417601,0.0002250,259712.702052000007825,3890574.850140000227839
148,711,5.3023000,0.0029251,259752.702052000007825,3890574.850140000227839
149,715,8.1458302,0.0031501,259792.702052000007825,3890574.850140000227839
150,718,9.2566795,0.0382508,259832.702052000007825,3890574.850140000227839
151,721,7.5440698,0.0290256,259872.702052000007825,3890574.850140000227839
152,722,5.5589499,0.0256505,259912.702052000007825,3890574.850140000227839
153,720,3.9971700,0.0819017,259952.702052000007825,3890574.850140000227839
154,718,2.2917299,0.0697515,259992.702052000007825,3890574.850140000227839
155,718,1.2909200,0.0528761,260032.702052000007825,3890574.850140000227839
156,720,2.9611499,0.0281256,260072.702052000007825,3890574.850140000227839
157,722,2.2917299,0.0047251,260112.702052000007825,3890574.850140000227839
158,722,1.8427900,0.0072001,260152.702052000007825,3890574.850140000227839
159,723,3.7588899,0.0092252,260192.702052000007825,3890574.850140000227839
160,727,5.6043200,0.0069752,260232.702052000007825,3890574.850140000227839
161,732,5.8851299,0.0058501,260272.702052000007825,3890574.850140000227839
162,736,5.1996698,0.0166504,260312.702052000007825,3890574.850140000227839
163,739,1.9768800,0.0119253,260352.702052000007825,3890574.850140000227839
164,738,3.1289699,0.0137253,260392.702052000007825,3890574.850140000227839
165,735,4.9624200,0.0173254,260432.702052000007825,3890574.850140000227839
166,732,3.0357201,0.0276756,260472.702052000007825,3890574.850140000227839
167,731,2.2777200,0.0274506,260512.702052000007825,3890574.850140000227839
168,734,5.0133200,0.0274506,260552.702052000007825,3890574.850140000227839
169,739,8.9917803,0.0195754,260592.702052000007825,3890574.850140000227839
170,746,10.9066000,0.0315007,260632.702052000007825,3890574.850140000227839
171,754,5.3558202,0.0240755,260672.702052000007825,3890574.850140000227839
172,754,2.5304899,0.0371258,260712.702052000007825,3890574.850140000227839
173,755,5.1135702,0.0391508,260752.702052000007825,3890574.850140000227839
174,756,6.7628598,0.0094502,260792.702052000007825,3890574.850140000227839
175,757,8.4316597,0.0218255,260832.702052000007825,3890574.850140000227839
176,763,8.1112804,0.0186754,260872.702052000007825,3890574.850140000227839
177,766,4.8262000,0.0020250,260912.702052000007825,3890574.850140000227839
178,763,6.0597100,0.0004500,260952.702052000007825,3890574.850140000227839
179,706,3.6817801,0.0009000,259592.702052000007825,3890534.850140000227839
180,707,2.0871301,0.0018000,259632.702052000007825,3890534.850140000227839
181,708,1.0439100,0.0011250,259672.702052000007825,3890534.850140000227839
182,708,1.5398700,0.0078752,259712.702052000007825,3890534.850140000227839
183,708,3.2978599,0.0027001,259752.702052000007825,3890534.850140000227839
184,707,6.2292600,0.0042751,259792.702052000007825,3890534.850140000227839
185,711,8.4316597,0.0049501,259832.702052000007825,3890534.850140000227839
186,715,7.7204499,0.0105752,259872.702052000007825,3890534.850140000227839
187,716,5.8851299,0.0270006,259912.702052000007825,3890534.850140000227839
188,717,3.4399400,0.0909019,259952.702052000007825,3890534.850140000227839
189,718,1.8253300,0.0436509,259992.702052000007825,3890534.850140000227839
190,717,1.8253300,0.0191254,260032.702052000007825,3890534.850140000227839
191,718,3.2978599,0.0101252,260072.702052000007825,3890534.850140000227839
192,720,3.3267701,0.0033751,260112.702052000007825,3890534.850140000227839
193,721,3.9971700,0.0058501,260152.702052000007825,3890534.850140000227839
194,725,5.5361199,0.0315007,260192.702052000007825,3890534.850140000227839
195,728,4.0760598,0.0054001,260232.702052000007825,3890534.850140000227839
196,732,5.3082800,0.0207004,260272.702052000007825,3890534.850140000227839
197,736,5.3970799,0.0200254,260312.702052000007825,3890534.850140000227839
198,738,3.2881701,0.0105752,260352.702052000007825,3890534.850140000227839
199,737,4.5761399,0.0263256,260392.702052000007825,3890534.850140000227839
200,732,4.9045100,0.0236255,260432.702052000007825,3890534.850140000227839
201,731,1.8427900,0.0288006,260472.702052000007825,3890534.850140000227839
202,731,2.5050900,0.0668264,260512.702052000007825,3890534.850140000227839
203,734,7.3419399,0.0317257,260552.702052000007825,3890534.850140000227839
204,740,10.6341000,0.0204754,260592.702052000007825,3890534.850140000227839
205,749,9.2164602,0.0537761,260632.702052000007825,3890534.850140000227839
206,754,2.7368400,0.0267756,260672.702052000007825,3890534.850140000227839
207,753,3.8675399,0.0317257,260712.702052000007825,3890534.850140000227839
208,750,5.0511498,0.0499511,260752.702052000007825,3890534.850140000227839
209,751,5.9810100,0.0380258,260792.702052000007825,3890534.850140000227839
210,753,7.5730801,0.0414009,260832.702052000007825,3890534.850140000227839
211,757,9.6138201,0.0454510,260872.702052000007825,3890534.850140000227839
212,760,8.9433498,0.0405009,260912.702052000007825,3890534.850140000227839
213,759,8.7396402,0.0139503,260952.702052000007825,3890534.850140000227839
214,754,6.6973901,0.0150753,260992.702052000007825,3890534.850140000227839
215,754,5.5873499,0.0009000,261032.702052000007825,3890534.850140000227839
216,763,11.1717997,0.0002250,261072.702052000007825,3890534.850140000227839
217,703,3.0775199,0.0022500,259592.702052000007825,3890494.850140000227839
218,706,2.5431001,0.0033751,259632.702052000007825,3890494.850140000227839
219,706,1.5398700,0.0085502,259672.702052000007825,3890494.850140000227839
220,707,1.0439100,0.0031501,259712.702052000007825,3890494.850140000227839
221,707,1.0127500,0.0218255,259752.702052000007825,3890494.850140000227839
222,706,1.5398700,0.0292506,259792.702052000007825,3890494.850140000227839
223,708,4.3187199,0.0220505,259832.702052000007825,3890494.850140000227839
224,711,4.2965698,0.0276756,259872.702052000007825,3890494.850140000227839
225,713,4.3260899,0.0389258,259912.702052000007825,3890494.850140000227839
226,716,3.5763299,0.0526511,259952.702052000007825,3890494.850140000227839
227,716,2.1771801,0.0200254,259992.702052000007825,3890494.850140000227839
228,716,1.6209300,0.0240755,260032.702052000007825,3890494.850140000227839
229,716,2.2917299,0.0130503,260072.702052000007825,3890494.850140000227839
230,718,2.6417601,0.0119253,260112.702052000007825,3890494.850140000227839
231,719,6.5979199,0.0119253,260152.702052000007825,3890494.850140000227839
232,729,6.1064401,0.0108002,260192.702052000007825,3890494.850140000227839
233,729,1.2658600,0.0315007,260232.702052000007825,3890494.850140000227839
234,728,5.0762100,0.0407259,260272.702052000007825,3890494.850140000227839
235,732,6.3097801,0.0200254,260312.702052000007825,3890494.850140000227839
236,734,4.2965698,0.0092252,260352.702052000007825,3890494.850140000227839
237,735,4.8262000,0.0117002,260392.702052000007825,3890494.850140000227839
238,730,4.0760598,0.0186754,260432.702052000007825,3890494.850140000227839
239,730,1.2909200,0.0542262,260472.702052000007825,3890494.850140000227839
240,731,4.1457701,0.0513011,260512.702052000007825,3890494.850140000227839
241,736,8.9190197,0.0276756,260552.702052000007825,3890494.850140000227839
242,745,10.4861002,0.0380258,260592.702052000007825,3890494.850140000227839
243,751,5.8905001,0.0337507,260632.702052000007825,3890494.850140000227839
244,752,2.5050900,0.0330757,260672.702052000007825,3890494.850140000227839
245,750,4.8064198,0.0369008,260712.702052000007825,3890494.850140000227839
246,747,4.3187199,0.0402759,260752.702052000007825,3890494.850140000227839
247,748,4.9815698,0.0283506,260792.702052000007825,3890494.850140000227839
248,749,6.4285998,0.0382508,260832.702052000007825,3890494.850140000227839
249,750,8.2220697,0.0495011,260872.702052000007825,3890494.850140000227839
250,753,8.7928104,0.0456760,260912.702052000007825,3890494.850140000227839
251,752,8.1112804,0.0348757,260952.702052000007825,3890494.850140000227839
252,750,5.3676400,0.0216005,260992.702052000007825,3890494.850140000227839
253,752,8.6789703,0.0000000,261032.702052000007825,3890494.850140000227839
254,762,11.7238998,0.0045001,261072.702052000007825,3890494.850140000227839
255,768,10.8982000,0.0015750,261112.702052000007825,3890494.850140000227839
256,774,12.9447002,0.0027001,261152.702052000007825,3890494.850140000227839
257,781,13.1281996,0.0000000,261192.702052000007825,3890494.850140000227839
258,785,11.7754002,0.0000000,261232.702052000007825,3890494.850140000227839
259,702,0.7595970,0.0002250,259552.702052000007825,3890454.850140000227839
260,703,1.9768800,0.0119253,259592.702052000007825,3890454.850140000227839
261,705,2.1624300,0.0150753,259632.702052000007825,3890454.850140000227839
262,706,1.5398700,0.0202504,259672.702052000007825,3890454.850140000227839
263,707,1.0127500,0.0081002,259712.702052000007825,3890454.850140000227839
264,707,0.7595970,0.0094502,259752.702052000007825,3890454.850140000227839
265,706,1.2658600,0.0360008,259792.702052000007825,3890454.850140000227839
266,709,3.0462301,0.0411759,259832.702052000007825,3890454.850140000227839
267,710,2.2636399,0.0654764,259872.702052000007825,3890454.850140000227839
268,711,2.8287201,0.0526511,259912.702052000007825,3890454.850140000227839
269,713,3.2978599,0.0371258,259952.702052000007825,3890454.850140000227839
270,715,2.0871301,0.0180004,259992.702052000007825,3890454.850140000227839
271,715,1.3633400,0.0211504,260032.702052000007825,3890454.850140000227839
272,716,2.1624300,0.0090002,260072.702052000007825,3890454.850140000227839
273,718,2.8846400,0.0267756,260112.702052000007825,3890454.850140000227839
274,720,6.6549501,0.0396008,260152.702052000007825,3890454.850140000227839
275,728,5.8257399,0.0373508,260192.702052000007825,3890454.850140000227839
276,727,3.7588899,0.0396008,260232.702052000007825,3890454.850140000227839
277,724,4.2368999,0.0418509,260272.702052000007825,3890454.850140000227839
278,731,6.5596199,0.0182254,260312.702052000007825,3890454.850140000227839
279,732,5.4612598,0.0216005,260352.702052000007825,3890454.850140000227839
280,731,4.5202298,0.0231755,260392.702052000007825,3890454.850140000227839
281,729,2.5805399,0.0303756,260432.702052000007825,3890454.850140000227839
282,729,2.1771801,0.0213755,260472.702052000007825,3890454.850140000227839
283,732,5.6043200,0.0328507,260512.702052000007825,3890454.850140000227839
284,737,8.5599003,0.0267756,260552.702052000007825,3890454.850140000227839
285,744,9.0980501,0.0236255,260592.702052000007825,3890454.850140000227839
286,750,4.5552602,0.0508511,260632.702052000007825,3890454.850140000227839
287,749,2.6417601,0.0389258,260672.702052000007825,3890454.850140000227839
288,748,4.0760598,0.0290256,260712.702052000007825,3890454.850140000227839
289,745,3.8010499,0.0483760,260752.702052000007825,3890454.850140000227839
290,744,3.5941300,0.0294756,260792.702052000007825,3890454.850140000227839
291,745,4.1839800,0.0560262,260832.702052000007825,3890454.850140000227839
292,746,4.8589902,0.0510761,260872.702052000007825,3890454.850140000227839
293,747,5.6043200,0.0479260,260912.702052000007825,3890454.850140000227839
294,747,4.4707198,0.0355508,260952.702052000007825,3890454.850140000227839
295,747,3.0462301,0.0040501,260992.702052000007825,3890454.850140000227839
296,750,8.0997295,0.0065251,261032.702052000007825,3890454.850140000227839
297,759,9.2298899,0.0227255,261072.702052000007825,3890454.850140000227839
298,763,8.8245401,0.0072001,261112.702052000007825,3890454.850140000227839
299,767,11.4195995,0.0105752,261152.702052000007825,3890454.850140000227839
300,772,13.0368004,0.0038251,261192.702052000007825,3890454.850140000227839
301,777,11.5702000,0.0018000,261232.702052000007825,3890454.850140000227839
302,773,10.3774004,0.0072001,261272.702052000007825,3890454.850140000227839
303,770,8.3574400,0.0103502,261312.702052000007825,3890454.850140000227839
304,769,8.7751198,0.0000000,261352.702052000007825,3890454.850140000227839
305,703,0.2532120,0.0054001,259552.702052000007825,3890414.850140000227839
306,703,0.7595970,0.0065251,259592.702052000007825,3890414.850140000227839
307,704,2.3332300,0.0126003,259632.702052000007825,3890414.850140000227839
308,705,2.7946200,0.0094502,259672.702052000007825,3890414.850140000227839
309,706,1.7899100,0.0096752,259712.702052000007825,3890414.850140000227839
310,706,0.7161600,0.0078752,259752.702052000007825,3890414.850140000227839
311,706,1.4761500,0.0425259,259792.702052000007825,3890414.850140000227839
312,708,2.7368400,0.0465760,259832.702052000007825,3890414.850140000227839
313,710,1.8427900,0.0715515,259872.702052000007825,3890414.850140000227839
314,711,2.0248699,0.0434259,259912.702052000007825,3890414.850140000227839
315,712,3.0357201,0.0267756,259952.702052000007825,3890414.850140000227839
316,714,2.8287201,0.0283506,259992.702052000007825,3890414.850140000227839
317,714,2.0406101,0.0301506,260032.702052000007825,3890414.850140000227839
318,715,2.4007900,0.0105752,260072.702052000007825,3890414.850140000227839
319,717,3.2881701,0.0319507,260112.702052000007825,3890414.850140000227839
320,720,5.2057700,0.0274506,260152.702052000007825,3890414.850140000227839
321,723,5.8905001,0.0213755,260192.702052000007825,3890414.850140000227839
322,725,4.8524499,0.0362258,260232.702052000007825,3890414.850140000227839
323,723,4.4206400,0.0096752,260272.702052000007825,3890414.850140000227839
324,725,6.3793702,0.0193504,260312.702052000007825,3890414.850140000227839
325,726,6.4432998,0.0083252,260352.702052000007825,3890414.850140000227839
326,728,4.5552602,0.0312757,260392.702052000007825,3890414.850140000227839
327,728,2.3874300,0.0171004,260432.702052000007825,3890414.850140000227839
328,729,3.7926600,0.0184504,260472.702052000007825,3890414.850140000227839
329,733,6.6549501,0.0463510,260512.702052000007825,3890414.850140000227839
330,738,7.3547401,0.0330757,260552.702052000007825,3890414.850140000227839
331,743,7.0049601,0.0522011,260592.702052000007825,3890414.850140000227839
332,748,4.3627000,0.0749266,260632.702052000007825,3890414.850140000227839
333,749,2.7251401,0.0567012,260672.702052000007825,3890414.850140000227839
334,746,3.6206501,0.0283506,260712.702052000007825,3890414.850140000227839
335,744,3.3743899,0.0310507,260752.702052000007825,3890414.850140000227839
336,742,2.1771801,0.0544512,260792.702052000007825,3890414.850140000227839
337,744,2.9611499,0.0225005,260832.702052000007825,3890414.850140000227839
338,744,2.9503500,0.0078752,260872.702052000007825,3890414.850140000227839
339,744,2.6417601,0.0353258,260912.702052000007825,3890414.850140000227839
340,745,2.4007900,0.0011250,260952.702052000007825,3890414.850140000227839
341,748,3.7588899,0.0020250,260992.702052000007825,3890414.850140000227839
342,752,6.5065699,0.0195754,261032.702052000007825,3890414.850140000227839
343,757,6.3496399,0.0258755,261072.702052000007825,3890414.850140000227839
344,758,7.4057298,0.0159753,261112.702052000007825,3890414.850140000227839
345,761,9.2566795,0.0024751,261152.702052000007825,3890414.850140000227839
346,764,10.3181000,0.0083252,261192.702052000007825,3890414.850140000227839
347,769,7.6553202,0.0092252,261232.702052000007825,3890414.850140000227839
348,771,4.4778199,0.0180004,261272.702052000007825,3890414.850140000227839
349,768,6.3097801,0.0355508,261312.702052000007825,3890414.850140000227839
350,765,7.1117802,0.0081002,261352.702052000007825,3890414.850140000227839
351,773,11.3448000,0.0024751,261392.702052000007825,3890414.850140000227839
352,776,12.5207005,0.0105752,261432.702052000007825,3890414.850140000227839
353,775,14.8353004,0.0009000,261472.702052000007825,3890414.850140000227839
354,703,1.7899100,0.0022500,259552.702052000007825,3890374.850140000227839
355,703,0.8006810,0.0006750,259592.702052000007825,3890374.850140000227839
356,701,1.6209300,0.0022500,259632.702052000007825,3890374.850140000227839
357,703,3.2978599,0.0092252,259672.702052000007825,3890374.850140000227839
358,705,2.7946200,0.0258755,259712.702052000007825,3890374.850140000227839
359,706,1.0439100,0.0173254,259752.702052000007825,3890374.850140000227839
360,706,1.5189300,0.0146253,259792.702052000007825,3890374.850140000227839
361,708,2.7831600,0.0499511,259832.702052000007825,3890374.850140000227839
362,709,2.9611499,0.0396008,259872.702052000007825,3890374.850140000227839
363,709,2.9611499,0.0495011,259912.702052000007825,3890374.850140000227839
364,710,3.0775199,0.0546762,259952.702052000007825,3890374.850140000227839
365,711,3.0775199,0.0166504,259992.702052000007825,3890374.850140000227839
366,713,3.0462301,0.0236255,260032.702052000007825,3890374.850140000227839
367,715,3.0775199,0.0063001,260072.702052000007825,3890374.850140000227839
368,716,4.1149402,0.0299256,260112.702052000007825,3890374.850140000227839
369,718,5.1506500,0.0369008,260152.702052000007825,3890374.850140000227839
370,719,5.4380102,0.0213755,260192.702052000007825,3890374.850140000227839
371,720,5.0511498,0.0146253,260232.702052000007825,3890374.850140000227839
372,720,4.4206400,0.0027001,260272.702052000007825,3890374.850140000227839
373,722,4.4134402,0.0045001,260312.702052000007825,3890374.850140000227839
374,722,4.7197199,0.0456760,260352.702052000007825,3890374.850140000227839
375,725,4.3039598,0.0382508,260392.702052000007825,3890374.850140000227839
376,726,3.2194901,0.0011250,260432.702052000007825,3890374.850140000227839
377,728,6.1425200,0.0020250,260472.702052000007825,3890374.850140000227839
378,734,7.2516599,0.0396008,260512.702052000007825,3890374.850140000227839
379,739,5.4612598,0.0366758,260552.702052000007825,3890374.850140000227839
380,743,4.4134402,0.0292506,260592.702052000007825,3890374.850140000227839
381,745,5.6716800,0.0600763,260632.702052000007825,3890374.850140000227839
382,746,5.3558202,0.0396008,260672.702052000007825,3890374.850140000227839
383,745,4.4778199,0.0299256,260712.702052000007825,3890374.850140000227839
384,743,3.2978599,0.0292506,260752.702052000007825,3890374.850140000227839
385,741,1.9276900,0.0387008,260792.702052000007825,3890374.850140000227839
386,741,2.2636399,0.0029251,260832.702052000007825,3890374.850140000227839
387,742,2.2917299,0.0306007,260872.702052000007825,3890374.850140000227839
388,743,2.5304899,0.0065251,260912.702052000007825,3890374.850140000227839
389,746,2.3332300,0.0056251,260952.702052000007825,3890374.850140000227839
390,747,3.4399400,0.0015750,260992.702052000007825,3890374.850140000227839
391,750,5.5760102,0.0614263,261032.702052000007825,3890374.850140000227839
392,753,5.9968300,0.0580512,261072.702052000007825,3890374.850140000227839
393,753,6.6973901,0.0330757,261112.702052000007825,3890374.850140000227839
394,756,7.3076801,0.0193504,261152.702052000007825,3890374.850140000227839
395,760,8.3574400,0.0078752,261192.702052000007825,3890374.850140000227839
396,767,8.0649700,0.0083252,261232.702052000007825,3890374.850140000227839
