FID,Slope,Elevat,ShrubCov,x_utm,y_utm
162,10.1011000,813,0.2732000,256624.200000000011642,3895194.600000000093132
163,13.7712002,819,0.3468000,256654.200000000011642,3895194.600000000093132
164,12.3037996,827,0.4452000,256684.200000000011642,3895194.600000000093132
165,3.5622101,780,0.1360000,255994.200000000011642,3895164.600000000093132
166,3.4717400,779,0.1388000,256024.200000000011642,3895164.600000000093132
167,3.7692399,779,0.1760000,256054.200000000011642,3895164.600000000093132
168,5.4792700,781,0.1568000,256084.200000000011642,3895164.600000000093132
169,5.4276400,784,0.2672000,256114.200000000011642,3895164.600000000093132
170,4.3804898,786,0.1788000,256144.200000000011642,3895164.600000000093132
171,3.7238700,788,0.1044000,256174.200000000011642,3895164.600000000093132
172,5.6412201,789,0.1116000,256204.200000000011642,3895164.600000000093132
173,7.2338400,793,0.0980000,256234.200000000011642,3895164.600000000093132
174,7.0857301,795,0.0844000,256264.200000000011642,3895164.600000000093132
175,8.4065800,798,0.0668000,256294.200000000011642,3895164.600000000093132
176,8.5437298,801,0.1064000,256324.200000000011642,3895164.600000000093132
177,7.2338400,803,0.0692000,256354.200000000011642,3895164.600000000093132
178,6.0637698,804,0.0788000,256384.200000000011642,3895164.600000000093132
179,6.8532200,802,0.1112000,256414.200000000011642,3895164.600000000093132
180,5.7302599,800,0.1988000,256444.200000000011642,3895164.600000000093132
181,6.4925699,802,0.0876000,256474.200000000011642,3895164.600000000093132
182,6.1738501,803,0.0620000,256504.200000000011642,3895164.600000000093132
183,4.8225398,803,0.1488000,256534.200000000011642,3895164.600000000093132
184,5.2696600,804,0.1888000,256564.200000000011642,3895164.600000000093132
185,9.5662403,808,0.2672000,256594.200000000011642,3895164.600000000093132
186,13.6402998,814,0.4964000,256624.200000000011642,3895164.600000000093132
187,13.0569000,823,0.5704000,256654.200000000011642,3895164.600000000093132
188,6.6712298,828,0.2548000,256684.200000000011642,3895164.600000000093132
189,4.1377001,830,0.1824000,256714.200000000011642,3895164.600000000093132
190,4.1468101,780,0.1012000,255934.200000000011642,3895134.600000000093132
191,2.8821800,780,0.0864000,255964.200000000011642,3895134.600000000093132
192,3.3890700,779,0.1416000,255994.200000000011642,3895134.600000000093132
193,2.1343000,777,0.1300000,256024.200000000011642,3895134.600000000093132
194,3.0357201,778,0.1860000,256054.200000000011642,3895134.600000000093132
195,4.7636399,780,0.1664000,256084.200000000011642,3895134.600000000093132
196,5.3964200,782,0.0560000,256114.200000000011642,3895134.600000000093132
197,5.0956202,784,0.0540000,256144.200000000011642,3895134.600000000093132
198,4.9037900,785,0.1544000,256174.200000000011642,3895134.600000000093132
199,6.7958598,786,0.0736000,256204.200000000011642,3895134.600000000093132
200,7.2492499,791,0.1372000,256234.200000000011642,3895134.600000000093132
201,5.7302599,793,0.1100000,256264.200000000011642,3895134.600000000093132
202,6.8532200,795,0.1496000,256294.200000000011642,3895134.600000000093132
203,8.2938099,797,0.0620000,256324.200000000011642,3895134.600000000093132
204,8.2804298,800,0.0564000,256354.200000000011642,3895134.600000000093132
205,7.6530499,801,0.1080000,256384.200000000011642,3895134.600000000093132
206,7.5431499,799,0.1640000,256414.200000000011642,3895134.600000000093132
207,5.9515800,797,0.2108000,256444.200000000011642,3895134.600000000093132
208,6.4666300,798,0.0432000,256474.200000000011642,3895134.600000000093132
209,6.3793702,799,0.1696000,256504.200000000011642,3895134.600000000093132
210,5.6412201,801,0.1272000,256534.200000000011642,3895134.600000000093132
211,9.1910295,804,0.4672000,256564.200000000011642,3895134.600000000093132
212,13.4215002,810,0.5400000,256594.200000000011642,3895134.600000000093132
213,14.1295004,817,0.4860000,256624.200000000011642,3895134.600000000093132
214,9.1910295,825,0.3876000,256654.200000000011642,3895134.600000000093132
215,3.7692399,828,0.1888000,256684.200000000011642,3895134.600000000093132
216,8.2468901,826,0.1460000,256714.200000000011642,3895134.600000000093132
217,9.7480297,824,0.2036000,256744.200000000011642,3895134.600000000093132
218,9.0192499,823,0.1128000,256774.200000000011642,3895134.600000000093132
219,0.8896320,777,0.1084000,255874.200000000011642,3895104.600000000093132
220,2.3859401,777,0.1164000,255904.200000000011642,3895104.600000000093132
221,2.7199199,779,0.0956000,255934.200000000011642,3895104.600000000093132
222,2.5695000,779,0.1276000,255964.200000000011642,3895104.600000000093132
223,3.3722899,778,0.1492000,255994.200000000011642,3895104.600000000093132
224,2.2636399,777,0.1268000,256024.200000000011642,3895104.600000000093132
225,2.7199199,777,0.1988000,256054.200000000011642,3895104.600000000093132
226,4.0586600,778,0.2492000,256084.200000000011642,3895104.600000000093132
227,4.7636399,780,0.1784000,256114.200000000011642,3895104.600000000093132
228,4.0586600,782,0.2204000,256144.200000000011642,3895104.600000000093132
229,3.3890700,783,0.1076000,256174.200000000011642,3895104.600000000093132
230,5.6412201,785,0.1312000,256204.200000000011642,3895104.600000000093132
231,6.7545800,789,0.0784000,256234.200000000011642,3895104.600000000093132
232,6.3793702,791,0.0652000,256264.200000000011642,3895104.600000000093132
233,7.0620399,792,0.1712000,256294.200000000011642,3895104.600000000093132
234,8.0632496,793,0.0652000,256324.200000000011642,3895104.600000000093132
235,7.7469702,795,0.0828000,256354.200000000011642,3895104.600000000093132
236,6.7213702,796,0.0636000,256384.200000000011642,3895104.600000000093132
237,6.7628598,794,0.1136000,256414.200000000011642,3895104.600000000093132
238,5.9515800,795,0.2324000,256444.200000000011642,3895104.600000000093132
239,5.5709600,795,0.0820000,256474.200000000011642,3895104.600000000093132
240,6.2010498,796,0.1420000,256504.200000000011642,3895104.600000000093132
241,9.4739304,800,0.0520000,256534.200000000011642,3895104.600000000093132
242,13.9158001,806,0.1844000,256564.200000000011642,3895104.600000000093132
243,14.1295004,815,0.4620000,256594.200000000011642,3895104.600000000093132
244,8.7356901,822,0.2472000,256624.200000000011642,3895104.600000000093132
245,5.6412201,825,0.1112000,256654.200000000011642,3895104.600000000093132
246,10.0304003,824,0.1100000,256684.200000000011642,3895104.600000000093132
247,10.7444000,821,0.1404000,256714.200000000011642,3895104.600000000093132
248,8.3801899,819,0.1172000,256744.200000000011642,3895104.600000000093132
249,5.4380102,819,0.1672000,256774.200000000011642,3895104.600000000093132
250,4.3249002,821,0.3248000,256804.200000000011642,3895104.600000000093132
251,2.2284701,777,0.1088000,255844.200000000011642,3895074.600000000093132
252,1.9678600,776,0.1572000,255874.200000000011642,3895074.600000000093132
253,2.4563899,777,0.1416000,255904.200000000011642,3895074.600000000093132
254,3.0169599,777,0.1068000,255934.200000000011642,3895074.600000000093132
255,3.4717400,778,0.1264000,255964.200000000011642,3895074.600000000093132
256,3.7692399,776,0.1320000,255994.200000000011642,3895074.600000000093132
257,2.9018199,775,0.1676000,256024.200000000011642,3895074.600000000093132
258,3.1096301,776,0.2980000,256054.200000000011642,3895074.600000000093132
259,3.7238700,777,0.1708000,256084.200000000011642,3895074.600000000093132
260,4.3933802,779,0.1248000,256114.200000000011642,3895074.600000000093132
261,4.7279401,781,0.1388000,256144.200000000011642,3895074.600000000093132
262,4.7279401,783,0.1156000,256174.200000000011642,3895074.600000000093132
263,5.3859801,784,0.1364000,256204.200000000011642,3895074.600000000093132
264,6.2010498,786,0.1244000,256234.200000000011642,3895074.600000000093132
265,6.6206899,787,0.0824000,256264.200000000011642,3895074.600000000093132
266,6.3175502,788,0.1560000,256294.200000000011642,3895074.600000000093132
267,6.7958598,789,0.1216000,256324.200000000011642,3895074.600000000093132
268,6.4666300,793,0.0804000,256354.200000000011642,3895074.600000000093132
269,5.6011801,794,0.1360000,256384.200000000011642,3895074.600000000093132
270,6.3175502,792,0.2872000,256414.200000000011642,3895074.600000000093132
271,5.9892201,791,0.1000000,256444.200000000011642,3895074.600000000093132
272,5.7596202,792,0.0980000,256474.200000000011642,3895074.600000000093132
273,8.1112804,795,0.1912000,256504.200000000011642,3895074.600000000093132
274,12.9095001,801,0.0360000,256534.200000000011642,3895074.600000000093132
275,14.7524996,810,0.0532000,256564.200000000011642,3895074.600000000093132
276,9.8319998,818,0.0480000,256594.200000000011642,3895074.600000000093132
277,7.6603198,820,0.0696000,256624.200000000011642,3895074.600000000093132
278,11.9947004,819,0.2196000,256654.200000000011642,3895074.600000000093132
279,12.5363998,816,0.1088000,256684.200000000011642,3895074.600000000093132
280,9.5086603,815,0.1412000,256714.200000000011642,3895074.600000000093132
281,6.0172801,815,0.2432000,256744.200000000011642,3895074.600000000093132
282,6.4666300,817,0.4304000,256774.200000000011642,3895074.600000000093132
283,8.8487501,822,0.4608000,256804.200000000011642,3895074.600000000093132
284,4.3386898,776,0.0744000,255814.200000000011642,3895044.600000000093132
285,3.7692399,776,0.1228000,255844.200000000011642,3895044.600000000093132
286,3.3722899,775,0.1832000,255874.200000000011642,3895044.600000000093132
287,3.8436699,775,0.1172000,255904.200000000011642,3895044.600000000093132
288,5.0062799,776,0.0860000,255934.200000000011642,3895044.600000000093132
289,5.5202098,775,0.1448000,255964.200000000011642,3895044.600000000093132
290,4.1140800,775,0.1192000,255994.200000000011642,3895044.600000000093132
291,2.6350300,774,0.2108000,256024.200000000011642,3895044.600000000093132
292,3.1096301,774,0.1792000,256054.200000000011642,3895044.600000000093132
293,4.1002898,776,0.1520000,256084.200000000011642,3895044.600000000093132
294,5.1287098,777,0.0992000,256114.200000000011642,3895044.600000000093132
295,6.9181700,778,0.0612000,256144.200000000011642,3895044.600000000093132
296,7.9732299,779,0.1316000,256174.200000000011642,3895044.600000000093132
297,6.7213702,782,0.1836000,256204.200000000011642,3895044.600000000093132
298,4.1002898,783,0.0844000,256234.200000000011642,3895044.600000000093132
299,4.1687398,784,0.0896000,256264.200000000011642,3895044.600000000093132
300,4.4951501,786,0.2324000,256294.200000000011642,3895044.600000000093132
301,5.7596202,787,0.1296000,256324.200000000011642,3895044.600000000093132
302,6.8040900,790,0.0720000,256354.200000000011642,3895044.600000000093132
303,6.9904900,790,0.1440000,256384.200000000011642,3895044.600000000093132
304,5.6011801,788,0.1276000,256414.200000000011642,3895044.600000000093132
305,3.7692399,788,0.3380000,256444.200000000011642,3895044.600000000093132
306,5.4276400,790,0.3100000,256474.200000000011642,3895044.600000000093132
307,8.6466703,794,0.3412000,256504.200000000011642,3895044.600000000093132
308,13.0853996,800,0.0416000,256534.200000000011642,3895044.600000000093132
309,14.1295004,809,0.0228000,256564.200000000011642,3895044.600000000093132
310,11.7957001,814,0.0952000,256594.200000000011642,3895044.600000000093132
311,11.5602999,814,0.0424000,256624.200000000011642,3895044.600000000093132
312,10.1980000,811,0.1360000,256654.200000000011642,3895044.600000000093132
313,6.6544299,810,0.1188000,256684.200000000011642,3895044.600000000093132
314,4.0586600,811,0.1068000,256714.200000000011642,3895044.600000000093132
315,5.8851299,813,0.1924000,256744.200000000011642,3895044.600000000093132
316,9.9372702,817,0.1884000,256774.200000000011642,3895044.600000000093132
317,13.2145996,823,0.1236000,256804.200000000011642,3895044.600000000093132
318,16.2819996,831,0.1760000,256834.200000000011642,3895044.600000000093132
319,3.9446800,773,0.0728000,255784.200000000011642,3895014.600000000093132
320,3.8436699,774,0.0812000,255814.200000000011642,3895014.600000000093132
321,4.9723601,773,0.0992000,255844.200000000011642,3895014.600000000093132
322,5.7888298,773,0.1748000,255874.200000000011642,3895014.600000000093132
323,6.6712298,773,0.1208000,255904.200000000011642,3895014.600000000093132
324,7.1874099,772,0.1228000,255934.200000000011642,3895014.600000000093132
325,6.4231501,771,0.1692000,255964.200000000011642,3895014.600000000093132
326,4.9723601,772,0.1036000,255994.200000000011642,3895014.600000000093132
327,3.1818099,773,0.2276000,256024.200000000011642,3895014.600000000093132
328,2.7818899,773,0.0936000,256054.200000000011642,3895014.600000000093132
329,3.1996000,774,0.1364000,256084.200000000011642,3895014.600000000093132
330,3.8436699,774,0.1400000,256114.200000000011642,3895014.600000000093132
331,4.7872901,774,0.0816000,256144.200000000011642,3895014.600000000093132
332,7.0620399,774,0.1076000,256174.200000000011642,3895014.600000000093132
333,7.9732299,780,0.1108000,256204.200000000011642,3895014.600000000093132
334,3.1996000,783,0.1028000,256234.200000000011642,3895014.600000000093132
335,2.0527799,783,0.1752000,256264.200000000011642,3895014.600000000093132
336,2.7199199,784,0.1268000,256294.200000000011642,3895014.600000000093132
337,4.3804898,785,0.0840000,256324.200000000011642,3895014.600000000093132
338,6.0637698,786,0.0556000,256354.200000000011642,3895014.600000000093132
339,5.2589502,786,0.2468000,256384.200000000011642,3895014.600000000093132
340,2.7199199,786,0.3960000,256414.200000000011642,3895014.600000000093132
341,3.9310999,788,0.3888000,256444.200000000011642,3895014.600000000093132
342,4.7872901,791,0.2232000,256474.200000000011642,3895014.600000000093132
343,6.7628598,794,0.1560000,256504.200000000011642,3895014.600000000093132
344,10.8600998,798,0.0364000,256534.200000000011642,3895014.600000000093132
345,13.3621998,803,0.0120000,256564.200000000011642,3895014.600000000093132
346,13.2025003,806,0.0464000,256594.200000000011642,3895014.600000000093132
347,9.7480297,807,0.1060000,256624.200000000011642,3895014.600000000093132
348,4.1002898,808,0.1168000,256654.200000000011642,3895014.600000000093132
349,4.9037900,809,0.2120000,256684.200000000011642,3895014.600000000093132
350,10.3572998,812,0.4576000,256714.200000000011642,3895014.600000000093132
351,14.5925999,817,0.4848000,256744.200000000011642,3895014.600000000093132
352,16.5678005,822,0.3544000,256774.200000000011642,3895014.600000000093132
353,17.3554993,828,0.4720000,256804.200000000011642,3895014.600000000093132
354,15.4834003,835,0.4516000,256834.200000000011642,3895014.600000000093132
355,10.7599001,841,0.1652000,256864.200000000011642,3895014.600000000093132
356,2.9588900,771,0.1860000,255754.200000000011642,3894984.600000000093132
357,3.6313901,771,0.0716000,255784.200000000011642,3894984.600000000093132
358,3.1096301,772,0.0552000,255814.200000000011642,3894984.600000000093132
359,4.1002898,771,0.1120000,255844.200000000011642,3894984.600000000093132
360,5.0062799,769,0.2080000,255874.200000000011642,3894984.600000000093132
361,5.8851299,768,0.1348000,255904.200000000011642,3894984.600000000093132
362,5.9892201,768,0.1008000,255934.200000000011642,3894984.600000000093132
363,5.1287098,768,0.1932000,255964.200000000011642,3894984.600000000093132
364,4.3933802,770,0.1820000,255994.200000000011642,3894984.600000000093132
365,3.0543699,771,0.1292000,256024.200000000011642,3894984.600000000093132
366,2.3859401,772,0.1052000,256054.200000000011642,3894984.600000000093132
367,1.3502200,773,0.1608000,256084.200000000011642,3894984.600000000093132
368,0.9548410,773,0.0744000,256114.200000000011642,3894984.600000000093132
369,0.7548940,773,0.0936000,256144.200000000011642,3894984.600000000093132
370,5.3228502,773,0.0544000,256174.200000000011642,3894984.600000000093132
371,8.1112804,779,0.0396000,256204.200000000011642,3894984.600000000093132
372,4.4318199,782,0.1080000,256234.200000000011642,3894984.600000000093132
373,2.7199199,783,0.1844000,256264.200000000011642,3894984.600000000093132
374,2.4331400,784,0.1624000,256294.200000000011642,3894984.600000000093132
375,4.1140800,783,0.0744000,256324.200000000011642,3894984.600000000093132
376,5.7105899,783,0.0488000,256354.200000000011642,3894984.600000000093132
377,5.7302599,783,0.1600000,256384.200000000011642,3894984.600000000093132
378,5.7888298,787,0.1604000,256414.200000000011642,3894984.600000000093132
379,3.3722899,790,0.1772000,256444.200000000011642,3894984.600000000093132
380,3.7238700,791,0.0764000,256474.200000000011642,3894984.600000000093132
381,6.6037598,792,0.1156000,256504.200000000011642,3894984.600000000093132
382,9.8986301,794,0.0480000,256534.200000000011642,3894984.600000000093132
383,11.3147001,797,0.0448000,256564.200000000011642,3894984.600000000093132
384,10.4359999,799,0.0960000,256594.200000000011642,3894984.600000000093132
385,9.0155096,803,0.3516000,256624.200000000011642,3894984.600000000093132
386,8.8487501,808,0.3896000,256654.200000000011642,3894984.600000000093132
387,11.3718996,813,0.4364000,256684.200000000011642,3894984.600000000093132
388,15.7964001,818,0.2536000,256714.200000000011642,3894984.600000000093132
389,17.6765003,826,0.6504000,256744.200000000011642,3894984.600000000093132
390,16.6138000,832,0.5220000,256774.200000000011642,3894984.600000000093132
391,15.2206001,837,0.5944000,256804.200000000011642,3894984.600000000093132
392,10.3572998,843,0.5468000,256834.200000000011642,3894984.600000000093132
393,2.1343000,845,0.3636000,256864.200000000011642,3894984.600000000093132
394,3.3890700,844,0.2896000,256894.200000000011642,3894984.600000000093132
395,5.0629301,842,0.2732000,256924.200000000011642,3894984.600000000093132
396,2.9684701,770,0.1768000,255724.200000000011642,3894954.600000000093132
397,2.7199199,769,0.2160000,255754.200000000011642,3894954.600000000093132
